index,RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
5489,8457,Szechuan Eggplants,2129,Zeke Koch,PT15M,PT10M,PT25M,2000-08-03T17:31:00Z,Make and share this Szechuan Eggplants recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""Vegan"", ""< 30 Mins"", ""Stove Top"", ""Stir Fry"")","c(""1 1/2"", ""4"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1"", ""2"", ""2"", ""1"", ""1/2"", ""1"", ""1"", ""1"")","('eggplants', 'garlic', 'ginger', 'scallion', 'soy sauce', 'dry sherry', 'cider vinegar', 'sugar', 'szechuan peppercorns', 'cornstarch', 'water')",4.0,2.0,264.2,20.1,3.4,0.0,342.8,19.0,8.4,7.2,3.4,,,"c(""Mix bean paste, soy sauce, dry sherry, vinegar, sugar and Szechuan peppercorns in one bowl."", ""Mix cornstarch, water and sesame oil in another bowl."", ""Heat Wok until hot, add oils and heat until the oil streams freely on the side of the wok."", ""Add eggplant to the wok and toss until coated with oil."", ""Cook until it's soft and golden brown (about 6 minutes)."", ""Add sauce and cook for 3 seconds."", ""Add starch mixture and cook until the starch turns translucent."", ""Serve with Rice."")"
5589,8560,Japanese Steak House Shrimp Sauce,2312,Gay Gilmore,PT4H,PT15M,PT4H15M,2001-01-27T13:49:00Z,Make and share this Japanese Steak House Shrimp Sauce recipe from Food.com.,character(0),Japanese,"c(""Asian"", ""Lactose Free"", ""Free Of..."", ""Weeknight"", ""For Large Groups"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""1"", ""1"", ""1/8"", ""2"")","('garlic', 'mayonnaise', 'chili sauce', 'horseradish', 'dry mustard', 'cayenne', 'lime juice')",4.5,8.0,4.6,0.0,0.0,0.0,52.1,0.9,0.2,0.4,0.1,36.0,3 cups,"c(""Force garlic through a press into a bowl and stir together with remaining ingredients."", ""Chill sauce at least 4 hours & up to 3 days."")"
5697,8672,Pad Thai Sauce,6999,Henri Vincent,PT15M,PT10M,PT25M,2001-03-26T18:58:00Z,Make and share this Pad Thai Sauce recipe from Food.com.,character(0),Thai,"c(""Asian"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""12"", ""1 1/4"", ""8"", ""4"")","('white vinegar', 'sugar', 'fish sauce', 'zinfandel')",4.5,3.0,202.9,0.0,0.0,0.0,2927.2,44.1,0.0,43.4,1.9,6.0,,"c(""Mix all ingredients and boil for 10 minutes."", ""Will keep in refrigerator for up to a month."")"
5702,8677,Paad Thai,6999,Henri Vincent,PT10M,PT30M,PT40M,2001-03-27T10:54:00Z,Make and share this Paad Thai recipe from Food.com.,character(0),Thai,"c(""Asian"", ""< 60 Mins"")","c(""16"", ""2"", ""4"", ""8"", ""12"", ""1"", NA, ""4"", ""4"", ""1"", ""1"", ""2"", ""12"")","('eggs', 'garlic', 'fresh shrimp', 'chicken breasts', 'hot chili powder', 'preserved turnip', 'peanuts', 'fresh cilantro', 'green onion', 'limes', 'bean sprouts')",,,584.4,17.5,3.6,164.2,267.4,75.7,5.3,4.2,31.8,,,"c(""Drain water from noodles and rinse three times."", ""Heat wok."", ""Add two eggs and stir fry for approximately 5 seconds."", ""Add garlic, shrimp, chicken, and hot pepper."", ""Stir fry for an additional 3 minutes."", ""Add rice noodles and stir fry 2-3 minutes."", ""Add Paad Thai sauce and cover wok for 1 minute."", ""Uncover, add turnip, peanuts, cilantro, green onions and bean sprouts."", ""Squeeze lime over mixture; serve."")"
5763,8738,Lea's Tom Ka Kai Soup,7903,Lea Deesing,PT15M,PT20M,PT35M,2001-04-08T11:03:00Z,"It has taken me a long time to perfect this spicy Thai soup recipe. I think it is as good as any other I've tasted at restaurants. Try serving over white sticky rice. Try variations of this recipe until you find what you like. If you don't like coconut milk, try the ""Tom Yum"" version of this soup without the coconut milk and cream. I don't like coconut very much, but I love this soup with the coconut milk.",character(0),Thai,"c(""Asian"", ""< 60 Mins"", ""Stove Top"")","c(""2"", ""1"", ""2"", ""3"", ""4"", ""1/4"", ""1"", ""4"", ""1"", ""1"", ""1/8"", ""1"", ""1/4"")","('fish sauce', 'oyster sauce', 'coconut milk', 'reduced-sodium chicken broth', 'lemon grass root', 'lime peel', 'lime, juice of', 'garlic', 'red chile', 'cilantro', 'boneless skinless chicken', 'half-and-half cream')",5.0,7.0,180.8,10.9,9.0,35.8,414.8,6.3,1.3,3.8,15.2,8.0,,"c(""In medium to large saucepan, bring to boil ALL ingredients EXCEPT garlic, red chili, ginger root, cilantro, chicken, and half and half cream."", ""Meanwhile, chop the remaining ingredients (except chicken and half and half cream) finely in chopping machine, then add this to the pot."", ""Chop and boil the chicken pieces in the soup for around 5 minutes or until fully cooked."", ""Add the half-and-half cream to the soup and stir constantly to avoid curdling for around three minutes."", ""Remove lemon grass root upon serving, or tell victims to remove before eating the soup!"", 
""Serve soup warm or hot."", ""NOTE: fish sauce, oyster sauce, Tom Yum paste may be purchased at a Thai or Chinese market. Also, sometimes your local store will carry these items."")"
6002,8979,Thai Sweet Chili Dipping Sauce,2178,troyh,PT45M,PT5M,PT50M,2001-05-14T10:56:00Z,Make and share this Thai Sweet Chili Dipping Sauce recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/89/79/pic25g4BQ.jpg""",Thai,"c(""Asian"", ""Low Protein"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"")","c(""8"", ""4"", ""1"", ""1"", ""2/3"", ""2/3"", ""2"")","('garlic', 'shallot', 'tomatoes', 'sugar', 'rice vinegar', 'salt')",4.5,2.0,104.9,0.4,0.1,0.0,591.0,25.6,1.9,21.8,1.9,,1 cup,"c(""Combine all ingredients in a small saucepan and bring to a boil."", ""Reduce heat to very low, cover and simmer for 45 minutes to 1 hour, or until sauce is thickened."", ""Taste and adjust seasonings as necessary."", ""Transfer to small dipping dishes."")"
6004,8981,Thai Sweet Chili Sauce,2178,troyh,PT20M,PT5M,PT25M,2001-05-14T11:02:00Z,Make and share this Thai Sweet Chili Sauce recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/89/81/picEuZ5Lc.jpg""",Thai,"c(""Asian"", ""< 30 Mins"")","c(""1/2"", ""1/4"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", ""1/2"")","('rice vinegar', 'sugar', 'plum sauce', 'Thai fish sauce', 'lime juice', 'lemon juice', 'tomato paste', 'garlic', 'serrano chili', 'sweet paprika', 'salt', 'all-purpose flour')",5.0,1.0,36.8,0.1,0.0,0.0,355.4,9.1,0.2,6.5,0.3,8.0,,"c(""Combine all ingredients and 1/2 c water in a small saucepan, and bring to a boil."", ""Reduce heat and simmer for 4 minutes."", ""Let cool."", ""Will keep in refrigerator for 3 days."")"
6213,9194,SU-NO-MO-NO SALAD,4470,Bergy,PT4M,PT15M,PT19M,2001-05-30T12:49:00Z,This is a tangy refreshing salad that goes well with a shrimp dish or any oriental menu. It goes great with Tempura.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/94/picXLsgpo.jpg""",Japanese,"c(""Asian"", ""< 30 Mins"", ""Stove Top"", ""Easy"")","c(""4"", ""7"", ""2"", ""1/4"", ""1/2"", ""1/2"", ""1/4"", ""1"", ""1"", ""1/4"", ""1/4"")","('white sugar', 'vinegar', 'soy sauce', 'salt', 'harusame noodles', 'English cucumber', 'carrot', 'egg', 'ham', 'ginger', 'Dijon mustard')",5.0,3.0,83.9,1.2,0.4,46.5,669.9,14.9,0.4,13.6,2.8,4.0,,"c(""Put sugar, vinegars, soy sauce and salt in a saucepan and bring to a boil."", ""Do not stir until it boils."", ""If you choose to use some ginger or the mustard add it now."", ""Cool the dressing (You can make the dressing ahead of time but it is important that you keep it in a closed container so it does not go flat) Boil the Harusame for 3-4 minutes."", ""(Have the water boiling before adding the Harusame) The Harusame is cooked when there are no white streaks when you pick it up with chopsticks."", 
""Do not overcook and cook it just before you wish to serve the salad allowing time to cool."", ""Cool the Harusame in cold water."", ""Slice the cucumber thinly Grate the carrot Mix Harusame, carrot and cucumber with the dressing Decorate with chopped egg and the ham if you wish to do so."")"
6494,9480,Radish and cucumber salad,10896,A.M. Collins,PT1H,PT15M,PT1H15M,2001-06-16T15:50:00Z,Make and share this Radish and cucumber salad recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""Weeknight"", ""Refrigerator"", ""< 4 Hours"")","c(""16 -20"", ""1/2"", ""1/2"", ""1"", ""4"", ""2"", ""1/2"", ""2"", ""1/4"")","('radishes', 'cucumber', 'salt', 'rice vinegar', 'sugar', 'salt', 'low sodium soy sauce')",,,15.9,0.2,0.0,0.0,1561.7,3.2,0.4,2.2,0.6,6.0,,"c(""Wash and slice radishes thinly."", ""Remove ends of the cucumber and peel then quarter lengthwise."", ""Cut out the seedy center."", ""Cut into 2 inch long pieces."", ""Cut the tips off the sugar peas and cut into fourths."", ""Put all ingredients into a bowl and sprinkle with salt."", ""Meanwhile put vinegar, sesame oil and soy in a small pan and bring to a boil."", ""Remove from heat add sugar and stir till dissolved."", ""Let cool."", ""Rinse vegetables in cold running water and drain thoroughly."", ""When sauce is cool, add to vegetables and place in refrigerator for at least 1/2 hour.""
)"
6879,9997,Noodles with green onions & Ginger,4470,Bergy,PT16M,PT10M,PT26M,2001-07-05T10:38:00Z,This is an economical dish that compliments any meal. If served cold it can take the place of a salad. Instead of Sesame oil try hot chili oil.,character(0),Chinese,"c(""Asian"", ""< 30 Mins"", ""Stove Top"", ""Stir Fry"")","c(""6"", ""2"", ""6"", ""3"", ""3"", ""1"", ""1"", ""1"")","('green onions', 'fresh ginger', 'lite olive oil', 'oyster sauce', 'light soy sauce', 'dark soy sauce')",3.5,2.0,280.9,13.2,2.1,35.9,882.5,33.6,1.8,1.2,7.4,,,"c(""Put noodles in 8 cups of rapidly boiling water, cook for 3 minutes, stir occasioally."", ""Drain and rinse noodles under cold water for 1 minute until they are cold."", ""Drain well and let them dry."", ""Mix Oyster sauce, lite soy, dark soy and sesame oil."", ""Heat wok to medium heat, add olive oil."", ""When oil is hot stir fry green onions and ginger for a few seconds until soft."", ""Add noodles and stir fry for 5 minutes over medium heat."", ""Pour in premixed sauces, stir fry until well mixed."", ""Serve hot or cold.""
)"
7211,10333,Duck Sauce,12777,Lily6725,,PT5M,PT5M,2001-07-20T12:17:00Z,"Found this recipe in an old 50's cookbook, have been making it for at least forty years. My family loves it, served with egg rolls.",character(0),Chinese,"c(""Asian"", ""< 15 Mins"", ""No Cook"", ""Small Appliance"", ""Easy"")","c(""1/2"", ""12"", ""2"")","('Major Grey chutney', 'plum jam', 'cider vinegar')",,,3339.1,0.8,0.1,0.0,384.8,826.5,13.2,582.1,4.4,,1 1/2 cups,"""Blend all in blender or food processor, Blender does a better job."""
7459,10586,Thai Barbecued Oysters,8728,Ashley U,PT12M,PT10M,PT22M,2001-08-01T16:06:00Z,Make and share this Thai Barbecued Oysters recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/58/6/pic2hiGuO.jpg""",Thai,"c(""Asian"", ""Potluck"", ""< 30 Mins"", ""Oysters"")","c(NA, ""1"", ""2"", ""1/4"", ""1/4"", ""3"", ""1"")","('rock salt', 'low-sodium barbecue sauce', 'fresh cilantro', 'green onions', 'gingerroot')",5.0,1.0,50.3,1.3,0.3,25.0,69.9,4.3,0.2,0.2,5.1,,12 oysters,"c(""Sprinkle a layer of rock salt in a 15x10x1-inch jellyroll pan; set aside."", ""Scrub oyster shells and open, discarding tops."", ""Arrange oysters over rock salt."", ""Brush oysters on half shells with barbecue sauce."", ""Combine breadcrumbs and remaining ingredients in a small bowl; stir well."", ""Sprinkle evenly over oysters."", ""Bake at 425° for 12 minutes or until oysters begin to curl."")"
7937,11073,Fragrant Ginger-Hot Pepper Sauce,10404,Diana Adcock,PT2M,PT10M,PT12M,2001-08-23T14:21:00Z,Make and share this Fragrant Ginger-Hot Pepper Sauce recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""Low Protein"", ""Low Cholesterol"", ""< 15 Mins"", ""Easy"")","c(""1"", ""1/4"", ""2"", ""1/2"", ""2"", ""1/4"", ""1/4"", ""2 1/2"")","('gingerroot', 'salt', 'garlic', 'fresh cilantro', 'green onion', 'water')",5.0,1.0,157.1,9.6,1.3,0.0,2346.2,17.3,3.0,2.7,2.9,,1/2 cup,"c(""Heat veg oil in a small skillet over medium heat."", ""Add minced ginger root, red pepper, salt and garlic; saute 2 minutes."", ""Remove from heat; spoon into a small bowl and stir in remaining ingredients."")"
8423,11569,Peanut Butter Soup,18694,Anne36,PT30M,PT5M,PT35M,2001-09-10T09:17:00Z,Make and share this Peanut Butter Soup recipe from Food.com.,character(0),African,"""< 60 Mins""","c(""1"", ""1"", ""1/2"", ""4"", ""2 -3"", ""1"")","('butter', 'flour', 'milk', 'bay leaves', 'peanut butter')",5.0,2.0,484.8,33.3,13.8,54.8,634.6,30.6,2.1,6.5,18.8,,4 large bowls,"c(""Heat butter in pan, stir in flour, cook for several min stir well."", ""Remove pan from heat stir in milk/cream then place on stove and bring to boil (at this stage do not feed the cat or take out the garbage) until smooth and thick."", ""Again stirring to keep sauce smooth."", ""Add bay leaves."", ""Put Peanut butter in a bowl and add a little of the sauce, stir in gradually then return contents of bowl to pan; add stock and season with salt and pepper."", ""Heat again, stirring all the while."", ""Simmer for a few minutes, then serve.""
)"
9006,12161,Braised Shrimp with Vegetables,15609,Lali8752,PT10M,PT10M,PT20M,2001-09-27T16:14:00Z,Make and share this Braised Shrimp with Vegetables recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""1"", ""8"", ""2"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1/4"", ""1/2"", ""1/8"", ""2 -3"")","('shrimp', 'fresh broccoli', 'button mushrooms', 'bamboo shoots', 'broth', 'cornstarch', 'oyster sauce', 'sugar', 'pepper', 'rice')",,,502.6,3.8,0.6,143.8,934.6,89.0,4.6,4.2,27.0,4.0,,"c(""Remove shells and back veins from shrimp."", ""Cut broccoli into pieces."", ""Drain mushrooms."", ""Cut whole bamboo shoots into thin slices."", ""Heat oil in wok over high heat Stir fry shrimp in oil until tender, about 3 minutes."", ""Add broccoli to shrimp."", ""Stir fry 1 minute."", ""Add mushrooms and bamboo shoots Stir fry 1 minute longer."", ""Combine remaining ingredients."", ""Pour mixture over shrimp-vegetable mixture."", ""Cook and stir until liquid boils Cook and stir 1 minute longer."", ""Serve over Rice.""
)"
9523,12684,Mediterranean Lemon Couscous Salad,15385,stephanie,PT5M,PT5M,PT10M,2001-10-16T18:37:00Z,Make and share this Mediterranean Lemon Couscous Salad recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/68/4/WHGWNpQUTquwQy4GV2O7_december%20files-10.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/68/4/DCkJ45evQfZQ1ffhaJ3g_december%20files-8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/68/4/b7B32FWTSCfuKuPwVfWR_december%20files-9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/68/4/hBcpBVOS1GhAhx7l3zwm_december%20files-7.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/68/4/D05LoHoPTdSgMbyrCqg3_image.jpg"")",African,"c(""European"", ""< 15 Mins"", ""Easy"")","c(""1"", ""2"", ""2"", ""1/3"", ""2"", ""1"", ""1"", ""1/4"", ""2"")","('couscous', 'lemon juice', 'olive oil', 'green onion', 'tomatoes', 'canned red kidney beans', 'feta cheese', 'pine nuts', 'oregano')",5.0,25.0,448.6,21.2,7.1,33.4,592.9,50.0,7.1,5.0,16.1,4.0,,"c(""Cook couscous in 1 cup of water."", ""Cool to room temperature."", ""Whisk together lemon juice and olive oil."", ""Pour over other ingredients combining well."", ""Season with fresh pepper."")"
9528,12689,Teriyaki Marinade,21294,Sherri Dodsworth,PT4H,PT10M,PT4H10M,2001-10-16T18:37:00Z,"This is a super fast, easy and delicious all purpose marinade. Just as wonderful on flank steak as it is on chicken.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/68/9/picWainLr.jpg""",Japanese,"c(""Asian"", ""Weeknight"", ""Easy"")","c(""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""2"")","('soy sauce', 'sugar', 'mirin', 'dry sherry', 'garlic')",5.0,4.0,800.0,54.2,7.5,0.0,8409.8,64.7,1.4,53.5,15.9,,1 cup,"c(""Combine all ingredients in a blender and blend until smooth."", ""Pour over desired meat in a large zip lock bag and marinate preferably overnight, but at least 3 or 4 hours."", ""Makes enough for 2-3 pounds of meat."")"
9724,12887,Salmon with Ginger and Black Bean,13483,Tebo3759,PT15M,PT10M,PT25M,2001-10-18T14:25:00Z,Salmon is one fish I do eat on rare occasions. If bones are removed and a sauce like this one is served I actually enjoy it!!,character(0),Chinese,"c(""Asian"", ""< 30 Mins"", ""Oven"", ""Easy"")","c(""4"", ""1/2"", ""2"", ""3"", ""3"", ""1"", ""2"", ""1/2"", ""1"", ""4"")","('salmon steaks', 'ginger', 'garlic', 'green onions', 'rice wine', 'soy sauce', 'cornstarch')",,,278.2,18.0,3.4,59.9,355.8,5.5,0.4,0.8,21.5,4.0,,"c(""Place salmon in single layer in oven proof dish with a lid."", ""Using your hands, squeeze ginger juice over fish, discard ginger."", ""Heat oil in pan and add garlic and green onions."", ""Stir fry about 1 minute."", ""Add remaining ingredients, boil for 1 minute."", ""Pour sauce over salmon."", ""Cover and bake at 400 for 10-15 minutes  until fish flakes easily."", ""serve with rice."")"
10977,14174,Crispy Fish in Chili Sauce,10649,Ben Ross,PT20M,PT20M,PT40M,2001-11-13T15:36:00Z,"One of my family's favourite dishes. A bit hot but, you can alter how hot it is. Very tasty and very morish.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/17/4/picaIzNxf.jpg""",Chinese,"c(""Asian"", ""Spicy"", ""< 60 Mins"", ""Deep Fried"")","c(""500"", ""1"", ""1/3"", ""1"", ""3/4"", NA, ""1"", ""1"", ""3"", ""1/2"", ""1/3"", ""2"", ""1"", ""2"", ""1/2"")","('plain flour', 'cornflour', 'water', 'green ginger', 'garlic cloves', 'tomato sauce', 'chili sauce', 'sugar', 'soy sauce', 'dry sherry', 'water')",5.0,6.0,488.1,7.2,1.1,91.7,1108.5,55.5,4.8,8.2,46.7,3.0,,"c(""The strength of the chili sauce will effect how hot this dish is."", ""I recommend a sweet chili sauce for those who don't like it too hot."", ""Place oil, ginger, garlic, tomato sauce and chili sauce in a pan on medium heat for 5 minutes."", ""Add remaining ingredients and let it simmer on low for a few more minutes."", ""Leave the sauce to sit while you prepare the fish."", ""Chop the fish into approximately bite-size pieces."", ""Sift the flour and cornflour into a bowl."", ""Make a well in the flour and add the egg white and water."", 
""Mix to a smooth batter."", ""Coat the pieces of fish with the batter."", ""Heat oil in large pan and dip the fish into the oil."", ""Cook the pieces for a few minutes each (cook many at a time)."", ""Heat the sauce back up."", ""Once the fish is all cooked add the sauce to the fish in a large frying pan."", ""Serve when hot."", ""Enjoy."")"
